correct_word,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,morpheme_breakdown,common_typos,typo_patterns,correction_rules,phonetic_rules,error_categories
किल्ला,कि,किल,किल्ल,किल्ला,किल्ला,किल्ला,क+इ+ल्+ल+आ,"[""किल्ला्"",""किल्ला"",""किल्लाह"",""किल्ला"",""किल्हला"",""किल्लाह"",""किल्ला""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_cluster"",""vowel_repeat""]","[""halant_error"",""vowel_length""]","[""i→iː"",""l→l"",""a→aː""]","[""cluster_errors"",""consonant_insertion"",""vowel_repetition""]"
कीर्ति,की,कीर्,कीर्त,कीर्ति,कीर्ति,कीर्ति,क+ई+र्+त+इ,"[""कीर्ति्"",""कीर्ती"",""कीर्ति"",""कीर्हति"",""कीर्तिह"",""कीर्ती"",""कीर्ति""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""nasal_confusion""]","[""iː→iː"",""t̪→t̪"",""i→iː""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
कुञ्ज,कु,कुञ्,कुञ्ज,कुञ्ज,कुञ्ज,कुञ्ज,क+उ+ञ्+ज,"[""कुञ्ज्"",""कुंज"",""कुञ्ज"",""कुञ्हज"",""कुञ्जह"",""कुंज"",""कुञ्ज""]","[""add_halant"",""ञ→ं"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_cluster""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ɲ→ɲ"",""dʒ→dʒ""]","[""nasal_substitution"",""consonant_insertion"",""cluster_errors""]"
कुशल,कु,कुश,कुशल,कुशल,कुशल,कुशल,क+उ+श+ल,"[""कुशल्"",""कुशल"",""कुशाल"",""कुशल"",""कुशहल"",""कुशलह"",""कुश्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""u→u"",""ʃ→ʃ"",""l→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
कुसुम,कु,कुस,कुसु,कुसुम,कुसुम,कुसुम,क+उ+स+उ+म,"[""कुसुम्"",""कुसूम"",""कुसुम"",""कुसहुम"",""कुसुमह"",""कुसूम"",""कुसुम""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""consonant_insertion""]","[""u→uː"",""s→s"",""m→m""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
कृपा,कृ,कृप,कृपा,कृपा,कृपा,कृपा,क+ऋ+प+आ,"[""कृपा्"",""कृपा"",""कृपाह"",""कृपा"",""कृहपा"",""कृपाह"",""कृपा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""ɹ→ɹ"",""p→p"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
केसर,के,केस,केसर,केसर,केसर,केसर,क+ए+स+र,"[""केसर्"",""केसर"",""केसार"",""केसर"",""केसहर"",""केसरह"",""केस्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""e→e"",""s→s"",""ɾ→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
कोइली,को,कोइ,कोइल,कोइली,कोइली,कोइली,क+ओ+इ+ल+ई,"[""कोइली्"",""कोइली"",""कोइलीह"",""कोइली"",""कोइहली"",""कोइलीह"",""कोईली""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""इ→ई"",""vowel_length""]","[""halant_error"",""vowel_length""]","[""o→o"",""i→iː"",""l→l""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
कोपिला,को,कोपि,कोपिल,कोपिला,कोपिला,कोपिला,क+ओ+प+इ+ल+आ,"[""कोपिला्"",""कोपिला"",""कोपिलाह"",""कोपिला"",""कोपिहला"",""कोपिलाह"",""कोपीला""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""इ→ई"",""vowel_length""]","[""halant_error"",""retroflex_error""]","[""o→o"",""i→iː"",""p→p""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
क्षमता,क्षम,क्षमता,क्षमता,क्षमता,क्षमता,क्षमता,क्+ष+म+त+आ,"[""क्षमता्"",""क्षमता"",""क्षमताह"",""क्षमता"",""क्षमहता"",""क्षमताह"",""क्षमटा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""त→ट"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""kʃ→kʃ"",""m→m"",""t̪→ʈ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
खजाना,खजा,खजान,खजाना,खजाना,खजाना,खजाना,ख+ज+आ+न+आ,"[""खजाना्"",""खजाना"",""खजानाह"",""खजाना"",""खजाहना"",""खजानाह"",""खजाणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""vowel_length""]","[""dʒ→dʒ"",""a→aː"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
खनिज,खनि,खनिज,खनिज,खनिज,खनिज,खनिज,ख+न+इ+ज,"[""खनिज्"",""खनीज"",""खनिज"",""खनहिज"",""खनिजह"",""खनीज"",""खनिज""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""retroflex_error""]","[""i→iː"",""n→n"",""dʒ→dʒ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
खानी,खा,खान,खानी,खानी,खानी,खानी,ख+आ+न+ई,"[""खानी्"",""खानी"",""खानीह"",""खानी"",""खाहनी"",""खानीह"",""खाणी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""a→aː"",""n→ɳ"",""i→iː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
गगन,गग,गगन,गगन,गगन,गगन,गगन,ग+ग+न,"[""गगन्"",""गगन"",""गगान"",""गगन"",""गगहन"",""गगनह"",""गगण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""lateral_confusion""]","[""ɡ→ɡ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
गमला,गम,गमला,गमला,गमला,गमला,गमला,ग+म+ल+आ,"[""गमला्"",""गमला"",""गमलाह"",""गमला"",""गमहला"",""गमलाह"",""गमळा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""m→m"",""l→ɭ"",""a→aː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
गहना,गह,गहना,गहना,गहना,गहना,गहना,ग+ह+न+आ,"[""गहना्"",""गहना"",""गहनाह"",""गहना"",""गहहना"",""गहनाह"",""गहणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""ɦ→ɦ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
गाजल,गा,गाज,गाजल,गाजल,गाजल,गाजल,ग+आ+ज+ल,"[""गाजल्"",""गाजल"",""गाजाल"",""गाजल"",""गाजहल"",""गाजलह"",""गाज्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""a→aː"",""dʒ→dʒ"",""l→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
गाथा,गा,गाथ,गाथा,गाथा,गाथा,गाथा,ग+आ+थ+आ,"[""गाथा्"",""गाथा"",""गाथाह"",""गाथा"",""गाथा"",""गाथाह"",""गाठा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""थ→ठ"",""vowel_repeat""]","[""nasal_confusion"",""halant_error""]","[""a→aː"",""t̪ʰ→ʈʰ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
गुराँस,गु,गुरा,गुराँ,गुराँस,गुराँस,गुराँस,ग+उ+र+ँ+स,"[""गुरांस"",""गुराँस्"",""गुराँस"",""गुरहाँस"",""गुराँसह"",""गुरांस"",""गुराँस""]","[""ँ→ं"",""add_halant"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_swap""]","[""halant_error"",""consonant_insertion""]","[""u→u"",""ɾ→ɾ"",""ɦ→ɦ""]","[""nasal_substitution"",""consonant_insertion"",""epenthesis""]"
गृह,गृ,गृह,गृह,गृह,गृह,गृह,ग+ऋ+ह,"[""गृह्"",""गृह"",""गृह"",""गृह"",""गृहह"",""गृहह"",""गृह""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_insertion""]","[""ɹ→ɹ"",""ɦ→ɦ"",""ɡ→ɡ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
गोचर,गो,गोच,गोचर,गोचर,गोचर,गोचर,ग+ओ+च+र,"[""गोचर्"",""गोचर"",""गोचार"",""गोचर"",""गोचहर"",""गोचरह"",""गोच्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""o→o"",""tʃ→tʃ"",""ɾ→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
गोरस,गो,गोर,गोरस,गोरस,गोरस,गोरस,ग+ओ+र+स,"[""गोरस्"",""गोरस"",""गोरास"",""गोरस"",""गोरहस"",""गोरसह"",""गोरस""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""o→o"",""ɾ→ɾ"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
गोरेटो,गो,गोरे,गोरेट,गोरेटो,गोरेटो,गोरेटो,ग+ओ+र+ए+ट+ओ,"[""गोरेटो्"",""गोरेटो"",""गोरेटोह"",""गोरेटो"",""गोरेहटो"",""गोरेटोह"",""गोरेटो""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""nasal_confusion"",""halant_error""]","[""o→o"",""e→e"",""ʈ→ʈ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
गौँथली,गौ,गौँ,गौँथ,गौँथली,गौँथली,गौँथली,ग+औ+ँ+थ+ल+ई,"[""गौंथली"",""गौँथली्"",""गौँथली"",""गौँहथली"",""गौँथलीह"",""गौंथली"",""गौँथली""]","[""ँ→ं"",""add_halant"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""ɔ→ɔ"",""t̪ʰ→t̪ʰ"",""l→l""]","[""nasal_substitution"",""consonant_insertion"",""epenthesis""]"
गौरव,गौ,गौर,गौरव,गौरव,गौरव,गौरव,ग+औ+र+व,"[""गौरव्"",""गौरव"",""गौराव"",""गौरव"",""गौरहव"",""गौरवह"",""गौरव""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""nasal_confusion"",""halant_error""]","[""ɔ→ɔ"",""ɾ→ɾ"",""ʋ→ʋ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
घुम्ती,घु,घुम्,घुम्त,घुम्ती,घुम्ती,घुम्ती,घ+उ+म्+त+ई,"[""घुम्ती्"",""घुमती"",""घुम्ती"",""घुमह्ती"",""घुम्तीह"",""घुमती"",""घुम्ती""]","[""add_halant"",""म्→ं"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""m→m"",""t̪→t̪""]","[""nasal_substitution"",""consonant_insertion"",""epenthesis""]"
चक्र,चक्,चक्र,चक्र,चक्र,चक्र,चक्र,च+क्+र,"[""चक्र्"",""चक्र"",""चकार"",""चक्र"",""चकह्र"",""चक्रह"",""चक्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""nasal_confusion"",""halant_error""]","[""k→k"",""ɾ→ɾ"",""tʃ→tʃ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
चन्द्र,चन्,चन्द्र,चन्द्र,चन्द्र,चन्द्र,चन्द्र,च+न्+द+र,"[""चन्द्र्"",""चंद्र"",""चन्द्र"",""चनह्द्र"",""चन्द्रह"",""चंद्र"",""चन्द्र""]","[""add_halant"",""न्→ं"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""n→n"",""d→d"",""ɾ→ɾ""]","[""nasal_substitution"",""consonant_insertion"",""epenthesis""]"
चमक,चम,चमक,चमक,चमक,चमक,चमक,च+म+क,"[""चमक्"",""चमक"",""चमाक"",""चमक"",""चमहक"",""चमकह"",""चम्क""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""lateral_confusion""]","[""m→m"",""k→k"",""tʃ→tʃ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
चमेली,चमे,चमेली,चमेली,चमेली,चमेली,चमेली,च+म+ए+ल+ई,"[""चमेली्"",""चमेली"",""चमेलीह"",""चमेली"",""चमेहली"",""चमेलीह"",""चमेळी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""nasal_confusion""]","[""e→e"",""l→ɭ"",""i→iː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
